product_id,price,shipping_cost,marketing_budget,material_quality,category,season,customer_reviews,competition_level,is_bestseller
P0761,22.13,4.86,708.0,4.0,Apparel,Fall,2.3,2,1
P0762,36.07,4.14,186.0,2.0,Apparel,Winter,1.0,2,0
P0763,198.75,10.69,281.0,,Toys,Winter,1.1,3,0
P0764,30.96,5.65,142.0,4.0,Toys,Spring,2.4,3,0
P0765,74.03,5.83,2150.0,,Apparel,Spring,4.0,2,1
P0766,20.24,8.7,53.0,6.0,Apparel,Summer,2.5,4,0
P0767,32.31,3.67,2655.0,7.0,Apparel,Winter,3.2,3,1
P0768,114.38,5.96,3511.0,2.0,Electronics,Fall,1.6,1,0
P0769,21.35,5.35,463.0,4.0,Home,Fall,2.5,2,0
P0770,117.77,8.5,50.0,8.0,Apparel,Winter,2.8,2,0
P0771,54.35,4.32,431.0,7.0,Sports,Summer,2.9,3,0
P0772,22.34,3.63,616.0,6.0,Electronics,Fall,2.8,5,0
P0773,51.56,4.07,198.0,7.0,Toys,Winter,3.5,3,1
P0774,65.42,4.98,,9.0,Home,Winter,4.9,2,1
P0775,51.18,6.26,4172.0,6.0,Electronics,Summer,2.8,3,1
P0776,11.03,3.93,1477.0,6.0,Sports,Winter,2.3,3,1
P0777,19.91,3.74,219.0,6.0,Sports,Fall,3.1,3,1
P0778,27.85,4.03,98.0,10.0,Electronics,Spring,4.8,4,1
P0779,31.43,3.44,449.0,2.0,Electronics,Summer,1.5,4,0
P0780,51.14,4.57,515.0,7.0,Toys,Winter,2.9,3,0
P0781,37.5,5.18,1206.0,6.0,Apparel,Summer,3.3,5,1
P0782,13.0,8.38,350.0,7.0,Apparel,Winter,3.5,4,1
P0783,43.21,6.61,1229.0,5.0,Electronics,Spring,2.1,2,0
P0784,50.78,4.06,6783.0,6.0,Sports,Summer,3.1,5,1
P0785,49.0,7.4,1770.0,7.0,Sports,Winter,3.6,3,1
P0786,70.57,6.91,628.0,10.0,Beauty,Spring,4.8,2,1
P0787,59.37,6.55,534.0,7.0,Electronics,Fall,3.2,5,0
P0788,45.67,4.79,434.0,4.0,Apparel,Winter,2.1,5,0
P0789,31.53,4.21,2743.0,5.0,Home,Spring,3.0,3,1
P0790,10.35,3.35,313.0,5.0,Sports,Spring,2.1,2,1
P0791,44.73,3.94,702.0,3.0,Apparel,Summer,2.0,3,0
P0792,38.3,4.04,707.0,5.0,Apparel,Winter,2.0,4,0
P0793,40.05,4.13,,7.0,Apparel,Fall,3.7,5,1
P0794,13.55,3.9,128.0,4.0,Home,Winter,2.1,4,0
P0795,15.54,5.03,980.0,8.0,Beauty,Spring,4.1,3,1
P0796,69.21,5.54,618.0,7.0,Home,Fall,3.4,5,0
P0797,32.21,3.56,,5.0,Toys,Spring,2.1,3,1
P0798,53.36,8.85,351.0,6.0,Apparel,Summer,3.5,4,0
P0799,33.78,7.8,2878.0,9.0,Beauty,Winter,4.6,3,1
P0800,33.81,5.82,232.0,7.0,Sports,Spring,3.6,4,1
P0801,63.87,11.54,5190.0,6.0,Electronics,Spring,2.6,3,0
P0802,23.08,4.37,82.0,6.0,Toys,Winter,2.8,3,0
P0803,35.42,8.5,1121.0,6.0,Electronics,Fall,,3,1
P0804,23.96,3.34,1177.0,5.0,Beauty,Spring,2.3,5,0
P0805,24.43,3.92,256.0,2.0,Beauty,Winter,2.2,2,1
P0806,26.67,3.68,1107.0,10.0,Sports,Summer,4.4,2,1
P0807,38.69,3.99,3088.0,6.0,Home,Summer,1.8,5,1
P0808,23.69,3.44,,7.0,Apparel,Winter,3.4,4,0
P0809,79.76,6.35,1216.0,6.0,Electronics,Spring,2.8,1,1
P0810,17.7,5.31,50.0,5.0,Electronics,Winter,2.5,2,0
P0811,29.05,4.67,209.0,6.0,Sports,Winter,2.8,1,1
P0812,24.34,3.47,4699.0,3.0,Sports,Spring,2.2,2,1
P0813,91.18,7.74,331.0,10.0,Beauty,Fall,4.7,1,1
P0814,38.0,5.16,163.0,4.0,Apparel,Fall,2.3,3,0
P0815,68.19,5.28,525.0,4.0,Sports,Summer,2.1,2,0
P0816,11.71,4.53,7954.0,5.0,Toys,Fall,2.5,3,1
P0817,39.92,4.15,74.0,8.0,Sports,Winter,3.6,1,1
P0818,61.73,4.99,188.0,6.0,Apparel,Spring,2.6,3,0
P0819,35.08,7.29,4011.0,4.0,Apparel,Summer,2.4,3,1
P0820,69.81,5.11,6181.0,8.0,Apparel,Fall,3.8,5,1
P0821,23.06,4.14,588.0,7.0,Home,Winter,3.9,5,1
P0822,88.81,8.48,150.0,7.0,Home,Summer,3.8,4,0
P0823,165.54,9.31,8226.0,7.0,Toys,Spring,3.0,3,0
P0824,25.69,3.37,,10.0,Electronics,Fall,4.6,5,1
P0825,24.24,3.47,1502.0,10.0,Electronics,Winter,3.9,1,1
P0826,91.59,5.26,251.0,5.0,Home,Spring,2.8,1,0
P0827,100.05,7.0,627.0,9.0,Beauty,Winter,3.7,3,0
P0828,22.97,4.08,549.0,7.0,Toys,Winter,2.8,5,0
P0829,24.68,3.46,989.0,7.0,Sports,Winter,3.4,3,1
P0830,27.19,8.07,3794.0,3.0,Electronics,Spring,1.0,3,0
P0831,12.92,4.02,1911.0,6.0,Home,Summer,2.2,1,1
P0832,17.41,3.44,183.0,5.0,Beauty,Winter,2.5,4,0
P0833,16.4,4.03,3470.0,7.0,Electronics,Summer,,4,1
P0834,19.35,4.79,969.0,8.0,Apparel,Summer,3.5,4,1
P0835,32.32,3.59,1517.0,2.0,Apparel,Fall,1.0,2,0
P0836,39.02,4.15,3866.0,6.0,Apparel,Fall,2.6,2,1
P0837,98.04,7.91,175.0,8.0,Sports,Summer,3.8,1,0
P0838,16.46,3.92,637.0,6.0,Apparel,Fall,3.1,3,1
P0839,65.96,5.67,352.0,7.0,Apparel,Fall,3.2,2,1
P0840,28.51,4.21,,7.0,Electronics,Summer,3.7,2,1
P0841,31.99,3.53,1008.0,7.0,Home,Spring,3.4,2,1
P0842,53.11,4.37,13546.0,6.0,Electronics,Fall,2.6,2,1
P0843,15.09,3.84,73.0,4.0,Home,Fall,2.1,2,0
P0844,43.28,4.15,640.0,4.0,Apparel,Spring,1.6,4,0
P0845,37.21,3.69,1435.0,7.0,Apparel,Spring,3.2,3,1
P0846,46.75,6.69,771.0,6.0,Electronics,Spring,3.3,3,1
P0847,40.55,9.68,581.0,6.0,Electronics,Summer,3.2,3,0
P0848,184.7,10.4,140.0,5.0,Electronics,Spring,3.1,2,0
P0849,21.19,6.02,879.0,5.0,Apparel,Summer,2.4,3,0
P0850,22.84,3.6,268.0,8.0,Beauty,Winter,4.1,3,1
P0851,21.41,7.99,50.0,5.0,Home,Winter,2.5,1,0
P0852,22.45,3.5,2789.0,4.0,Apparel,Spring,2.8,4,1
P0853,21.2,7.67,2101.0,7.0,Apparel,Spring,3.2,2,1
P0854,76.12,12.68,708.0,6.0,Toys,Winter,3.2,3,0
P0855,89.51,7.05,876.0,6.0,Home,Summer,3.5,4,0
P0856,22.21,9.12,2414.0,9.0,Electronics,Summer,3.9,4,1
P0857,18.49,4.32,871.0,6.0,Sports,Spring,3.0,3,1
P0858,46.06,4.33,1968.0,7.0,Sports,Spring,3.8,3,1
P0859,22.5,4.04,465.0,4.0,Sports,Spring,2.1,4,0
P0860,51.58,5.4,3211.0,6.0,Electronics,Winter,2.4,4,1
P0861,38.17,3.76,977.0,7.0,Electronics,Fall,4.1,2,1
P0862,11.46,4.3,840.0,3.0,Apparel,Spring,1.7,2,1
P0863,97.83,11.39,145.0,6.0,Toys,Summer,3.0,1,0
P0864,116.41,6.31,939.0,6.0,Home,Fall,3.4,3,0
P0865,21.56,5.51,245.0,6.0,Apparel,Summer,2.7,3,1
P0866,25.24,6.83,309.0,,Beauty,Fall,3.2,4,1
P0867,40.45,8.03,250.0,7.0,Beauty,Winter,3.4,3,1
P0868,41.85,8.59,185.0,9.0,Toys,Fall,3.2,5,0
P0869,52.51,5.18,8516.0,4.0,Beauty,Summer,2.1,2,1
P0870,135.25,12.24,3287.0,6.0,Toys,Fall,3.0,4,0
P0871,29.26,5.5,6664.0,6.0,Apparel,Winter,2.8,2,1
P0872,18.94,3.33,153.0,4.0,Beauty,Summer,1.6,4,0
P0873,12.61,3.85,725.0,8.0,Beauty,Spring,4.2,1,1
P0874,19.85,5.0,141.0,10.0,Apparel,Fall,4.3,3,1
P0875,32.36,3.9,289.0,6.0,Apparel,Summer,3.5,1,1
P0876,116.3,7.52,221.0,7.0,Toys,Fall,3.1,3,0
P0877,23.05,4.84,2944.0,6.0,Electronics,Winter,2.5,4,1
P0878,38.73,3.93,413.0,5.0,Beauty,Summer,2.7,2,1
P0879,32.74,4.73,2397.0,3.0,Apparel,Spring,1.8,2,1
P0880,76.09,7.0,1373.0,5.0,Apparel,Spring,2.1,4,0
P0881,194.19,9.36,10555.0,3.0,Electronics,Fall,2.4,3,0
P0882,22.84,3.2,113.0,9.0,Apparel,Winter,3.7,2,1
P0883,23.51,3.22,3014.0,6.0,Home,Winter,2.2,3,1
P0884,68.78,5.23,2633.0,5.0,Home,Fall,3.1,5,1
P0885,53.37,8.01,207.0,8.0,Apparel,Summer,3.4,4,0
P0886,120.63,6.51,,4.0,Apparel,Summer,2.0,4,0
P0887,49.84,5.5,996.0,5.0,Electronics,Fall,1.8,4,0
P0888,25.75,3.65,506.0,6.0,Apparel,Summer,3.6,3,1
P0889,50.07,4.58,247.0,8.0,Sports,Summer,3.1,1,1
P0890,71.96,7.49,281.0,7.0,Electronics,Summer,3.3,2,0
P0891,58.81,6.22,7784.0,6.0,Apparel,Fall,3.3,2,1
P0892,47.23,4.07,666.0,6.0,Electronics,Spring,3.1,1,1
P0893,69.87,5.44,1700.0,7.0,Apparel,Winter,3.2,2,1
P0894,75.08,4.8,257.0,6.0,Apparel,Spring,2.2,1,0
P0895,87.14,6.1,261.0,4.0,Apparel,Summer,1.9,3,0
P0896,52.15,5.69,2437.0,6.0,Beauty,Fall,3.0,4,1
P0897,29.46,3.57,132.0,4.0,Toys,Winter,1.9,4,0
P0898,36.7,4.11,404.0,6.0,Beauty,Summer,3.0,3,1
P0899,77.06,5.57,693.0,5.0,Electronics,Winter,2.8,2,0
P0900,18.69,6.84,760.0,10.0,Electronics,Winter,4.7,1,1
P0901,42.87,11.28,537.0,6.0,Electronics,Spring,2.4,1,0
P0902,25.15,3.32,1070.0,3.0,Sports,Summer,2.7,1,1
P0903,33.79,5.66,1528.0,6.0,Toys,Winter,3.2,2,1
P0904,81.04,5.63,1606.0,7.0,Apparel,Spring,,3,1
P0905,37.86,4.38,204.0,9.0,Apparel,Fall,4.4,2,1
P0906,34.21,5.63,473.0,5.0,Home,Winter,3.5,3,1
P0907,12.78,6.64,2790.0,3.0,Beauty,Summer,1.3,3,1
P0908,55.83,8.7,1946.0,,Beauty,Fall,3.2,3,1
P0909,52.03,5.35,128.0,4.0,Home,Winter,1.2,4,0
P0910,150.55,7.68,1014.0,5.0,Toys,Winter,2.6,2,0
P0911,26.7,5.62,62.0,,Electronics,Summer,3.0,4,0
P0912,38.61,4.09,704.0,6.0,Beauty,Winter,2.9,3,0
P0913,39.43,4.93,6485.0,7.0,Toys,Summer,3.0,3,1
P0914,99.9,6.16,213.0,5.0,Beauty,Summer,1.7,4,0
P0915,30.98,5.03,244.0,6.0,Electronics,Summer,3.0,4,0
P0916,40.26,4.12,1664.0,6.0,Apparel,Summer,3.5,2,1
P0917,50.68,4.34,104.0,6.0,Electronics,Winter,2.7,3,0
P0918,37.74,7.39,311.0,6.0,Electronics,Fall,3.1,3,0
P0919,24.23,3.39,1361.0,7.0,Beauty,Fall,2.6,3,1
P0920,37.93,4.7,311.0,8.0,Apparel,Spring,3.8,4,1
P0921,70.21,4.98,501.0,7.0,Electronics,Summer,3.1,3,0
P0922,16.14,3.04,1625.0,7.0,Sports,Winter,2.9,5,1
P0923,36.35,3.65,1103.0,3.0,Apparel,Winter,1.5,1,1
P0924,20.29,3.4,916.0,6.0,Electronics,Spring,2.7,3,1
P0925,76.44,7.82,443.0,7.0,Electronics,Fall,3.4,2,0
P0926,11.4,3.34,1037.0,7.0,Home,Winter,2.7,4,1
P0927,22.39,7.68,573.0,5.0,Apparel,Spring,2.4,1,1
P0928,43.12,5.1,1152.0,5.0,Beauty,Fall,2.5,3,1
P0929,99.07,6.33,366.0,5.0,Electronics,Winter,2.1,2,0
P0930,31.63,4.75,534.0,7.0,Beauty,Summer,4.0,2,1
P0931,22.45,4.26,203.0,8.0,Electronics,Spring,3.3,1,1
P0932,123.57,8.34,638.0,5.0,Electronics,Winter,2.3,2,0
P0933,12.02,3.36,251.0,8.0,Apparel,Spring,3.2,4,1
P0934,7.11,3.37,175.0,6.0,Apparel,Spring,3.6,3,1
P0935,45.06,7.22,907.0,6.0,Electronics,Spring,3.1,4,0
P0936,23.3,7.59,859.0,6.0,Apparel,Summer,2.5,5,0
P0937,16.2,6.33,1702.0,7.0,Electronics,Fall,3.7,3,1
P0938,54.37,4.95,396.0,7.0,Home,Fall,3.3,2,1
P0939,39.28,5.95,1085.0,10.0,Electronics,Winter,4.4,4,1
P0940,22.31,4.14,1288.0,4.0,Apparel,Summer,2.1,2,1
P0941,13.51,3.94,1134.0,7.0,Sports,Fall,3.0,2,1
P0942,60.99,4.67,247.0,5.0,Toys,Winter,2.7,1,0
P0943,52.2,5.41,796.0,4.0,Apparel,Winter,2.0,4,0
P0944,30.89,3.74,1030.0,6.0,Apparel,Spring,3.6,3,1
P0945,120.62,6.72,671.0,6.0,Toys,Summer,2.4,3,0
P0946,15.66,5.87,54.0,10.0,Apparel,Fall,4.9,2,1
P0947,11.38,3.19,806.0,6.0,Toys,Summer,2.9,4,1
P0948,20.4,3.22,9462.0,4.0,Apparel,Summer,2.3,2,1
P0949,32.08,3.57,432.0,6.0,Beauty,Fall,3.2,3,1
P0950,39.27,7.92,278.0,2.0,Electronics,Fall,1.2,4,0
P0951,27.97,4.4,1041.0,6.0,Toys,Summer,3.2,4,1
P0952,42.37,4.56,968.0,6.0,Electronics,Winter,1.8,3,0
P0953,13.79,5.41,2783.0,7.0,Home,Summer,3.0,1,1
P0954,90.98,7.94,147.0,8.0,Apparel,Fall,3.2,5,0
P0955,31.26,4.04,1600.0,5.0,Apparel,Summer,2.0,5,1
P0956,72.39,6.45,1351.0,6.0,Sports,Fall,2.8,4,0
P0957,42.09,5.97,561.0,5.0,Electronics,Winter,2.7,2,0
P0958,45.59,5.46,999.0,4.0,Toys,Summer,2.5,3,1
P0959,49.35,4.23,2288.0,7.0,Electronics,Winter,3.3,2,1
P0960,45.3,6.99,1895.0,4.0,Beauty,Summer,1.9,5,0
P0961,51.93,5.22,169.0,5.0,Electronics,Summer,2.7,3,0
P0962,83.97,5.52,1780.0,4.0,Toys,Fall,2.2,2,0
P0963,38.0,4.47,615.0,7.0,Toys,Spring,3.6,2,1
P0964,54.4,4.19,726.0,9.0,Electronics,Fall,4.3,4,1
P0965,31.1,3.64,726.0,,Beauty,Summer,2.2,5,0
P0966,90.75,7.4,555.0,3.0,Beauty,Spring,1.5,5,0
P0967,20.63,3.12,2780.0,6.0,Apparel,Spring,2.6,4,1
P0968,116.82,6.81,602.0,6.0,Home,Winter,2.7,3,0
P0969,32.2,4.57,174.0,6.0,Apparel,Summer,2.8,1,1
P0970,12.16,2.95,415.0,5.0,Beauty,Fall,2.7,3,1
P0971,36.22,9.01,824.0,6.0,Apparel,Spring,3.2,3,1
P0972,20.56,3.5,2908.0,7.0,Apparel,Spring,3.2,3,1
P0973,59.65,4.83,1372.0,8.0,Electronics,Fall,3.6,3,1
P0974,20.97,3.67,240.0,2.0,Home,Fall,1.6,1,0
P0975,24.23,3.62,13124.0,5.0,Beauty,Spring,2.3,4,1
P0976,8.82,2.77,914.0,6.0,Toys,Fall,2.5,4,1
P0977,24.13,5.18,3073.0,4.0,Electronics,Winter,1.5,4,0
P0978,6.07,7.79,554.0,9.0,Apparel,Spring,3.7,4,1
P0979,10.93,3.21,1261.0,5.0,Sports,Winter,2.7,4,1
P0980,56.39,5.82,1821.0,6.0,Home,Summer,2.6,3,1
P0981,57.4,6.25,2869.0,7.0,Electronics,Winter,3.2,3,1
P0982,44.6,6.67,2366.0,5.0,Electronics,Fall,2.7,3,1
P0983,16.83,3.83,1894.0,3.0,Electronics,Spring,2.1,3,1
P0984,32.03,4.0,456.0,5.0,Electronics,Winter,2.1,4,0
P0985,33.03,4.08,335.0,8.0,Sports,Fall,4.0,4,1
P0986,14.72,4.81,991.0,5.0,Electronics,Fall,3.0,5,1
P0987,94.86,7.89,2038.0,4.0,Beauty,Winter,1.7,5,0
P0988,61.2,4.64,509.0,8.0,Electronics,Spring,3.3,3,1
P0989,28.37,4.05,2388.0,5.0,Apparel,Winter,3.0,1,1
P0990,33.74,7.0,3801.0,5.0,Beauty,Summer,2.5,4,1
P0991,38.32,6.11,221.0,6.0,Home,Winter,2.0,2,1
P0992,7.93,9.02,244.0,7.0,Apparel,Winter,2.7,2,1
P0993,27.85,5.44,562.0,10.0,Home,Spring,4.2,3,1
P0994,20.54,3.87,962.0,7.0,Electronics,Winter,2.8,2,1
P0995,16.43,4.33,354.0,8.0,Beauty,Fall,3.4,4,1
P0996,27.2,4.94,3370.0,5.0,Electronics,Spring,2.6,1,1
P0997,116.56,6.12,1106.0,4.0,Sports,Fall,2.8,2,0
P0998,51.86,5.24,697.0,6.0,Apparel,Spring,2.8,3,0
P0999,22.2,5.02,119.0,6.0,Electronics,Summer,3.3,4,0
P1000,49.44,4.26,137.0,4.0,Toys,Summer,2.8,4,0
P1001,88.19,7.42,932.0,6.0,Sports,Summer,3.5,2,0
P1002,63.26,5.71,51.0,7.0,Apparel,Winter,3.4,2,0
P1003,34.53,8.1,2242.0,7.0,Electronics,Summer,2.5,2,1
P1004,21.06,3.2,550.0,7.0,Electronics,Spring,3.4,3,1
P1005,53.99,4.58,20000.0,7.0,Home,Summer,3.7,5,1
P1006,43.62,5.19,10609.0,5.0,Sports,Spring,2.5,1,1
P1007,61.97,4.89,535.0,5.0,Sports,Fall,3.2,3,1
P1008,51.66,5.93,585.0,4.0,Electronics,Winter,2.5,1,0
P1009,69.04,6.71,2197.0,9.0,Sports,Fall,4.2,1,1
P1010,22.77,3.35,5135.0,6.0,Electronics,Fall,3.3,4,1
P1011,83.28,6.08,93.0,6.0,Apparel,Summer,3.0,4,0
P1012,38.03,4.71,78.0,4.0,Home,Summer,1.2,4,0
P1013,141.55,7.44,315.0,10.0,Toys,Summer,4.1,4,0
P1014,20.44,7.17,1338.0,4.0,Sports,Fall,2.7,2,0
P1015,111.63,8.48,1207.0,5.0,Home,Winter,2.2,2,0
P1016,38.04,5.43,2401.0,7.0,Home,Winter,3.2,5,1
P1017,20.99,5.01,158.0,7.0,Toys,Fall,2.8,3,0
P1018,23.6,4.14,50.0,8.0,Electronics,Winter,4.3,4,0
P1019,26.46,7.1,1862.0,9.0,Electronics,Fall,4.6,3,1
P1020,44.56,5.62,246.0,7.0,Toys,Fall,2.9,1,1
P1021,47.75,5.89,59.0,4.0,Beauty,Winter,2.3,1,0
P1022,22.16,6.13,792.0,6.0,Electronics,Spring,2.6,2,1
P1023,32.56,3.96,1723.0,7.0,Electronics,Spring,3.5,4,1
P1024,148.35,9.42,575.0,10.0,Electronics,Summer,4.5,4,0
P1025,110.97,6.15,384.0,3.0,Apparel,Winter,2.2,4,0
P1026,44.94,4.48,549.0,8.0,Toys,Summer,,2,1
P1027,34.01,4.13,426.0,6.0,Electronics,Fall,4.1,5,0
P1028,36.02,9.34,132.0,,Beauty,Spring,3.2,2,0
P1029,50.88,6.94,282.0,6.0,Apparel,Winter,,3,0
P1030,16.18,4.8,1243.0,4.0,Electronics,Winter,2.0,3,0
P1031,27.66,5.28,978.0,7.0,Apparel,Winter,2.6,3,1
P1032,10.3,4.05,814.0,7.0,Sports,Spring,2.7,5,1
P1033,43.79,8.22,202.0,8.0,Home,Summer,3.2,2,1
P1034,52.09,5.09,535.0,6.0,Home,Spring,2.5,1,1
P1035,23.61,3.93,50.0,5.0,Apparel,Summer,2.2,3,0
P1036,99.66,5.76,824.0,3.0,Apparel,Fall,2.1,3,0
P1037,14.04,5.24,3695.0,7.0,Apparel,Fall,3.0,5,1
P1038,11.88,4.85,113.0,7.0,Electronics,Summer,3.2,4,0
P1039,38.75,4.39,329.0,4.0,Home,Fall,2.6,3,0
P1040,68.92,4.61,987.0,5.0,Home,Fall,2.2,2,0
P1041,107.64,8.47,2991.0,5.0,Home,Winter,2.4,1,0
P1042,24.02,3.24,388.0,3.0,Electronics,Winter,2.0,2,0
P1043,70.46,6.44,290.0,5.0,Electronics,Spring,1.8,3,0
P1044,32.23,8.74,63.0,4.0,Apparel,Spring,1.2,5,0
P1045,29.35,4.24,753.0,5.0,Apparel,Spring,2.7,4,1
P1046,61.47,4.75,7712.0,5.0,Beauty,Winter,2.7,3,1
P1047,52.28,5.9,928.0,3.0,Home,Spring,2.7,3,0
P1048,10.98,5.38,648.0,10.0,Apparel,Spring,4.4,3,1
P1049,93.09,6.48,979.0,8.0,Apparel,Winter,3.9,2,1
P1050,87.01,10.23,656.0,5.0,Beauty,Summer,2.5,5,0
P1051,21.37,3.22,251.0,6.0,Sports,Winter,,3,1
P1052,43.69,4.86,1786.0,7.0,Home,Summer,3.9,3,1
P1053,46.8,5.81,872.0,8.0,Electronics,Winter,,1,1
P1054,39.74,6.67,679.0,5.0,Electronics,Spring,2.7,3,0
P1055,22.53,3.47,206.0,8.0,Toys,Fall,4.5,4,1
P1056,20.69,5.53,3179.0,5.0,Sports,Fall,2.7,2,1
P1057,32.53,4.68,1477.0,4.0,Electronics,Summer,2.9,2,1
P1058,75.26,5.52,343.0,7.0,Beauty,Summer,3.0,4,0
P1059,48.45,4.17,2213.0,8.0,Sports,Summer,3.6,1,1
P1060,25.55,6.27,366.0,10.0,Electronics,Fall,4.3,4,1
P1061,56.84,4.46,260.0,4.0,Electronics,Summer,1.3,2,0
P1062,4.99,3.21,267.0,7.0,Apparel,Winter,2.8,3,1
P1063,74.01,5.23,79.0,5.0,Apparel,Winter,2.1,2,0
P1064,9.8,5.87,1171.0,7.0,Sports,Fall,3.6,3,1
P1065,25.69,4.95,74.0,3.0,Electronics,Winter,2.2,5,0
P1066,15.12,5.34,152.0,4.0,Beauty,Summer,2.3,4,0
P1067,13.38,3.33,55.0,5.0,Toys,Fall,2.9,2,0
P1068,74.63,6.21,600.0,6.0,Apparel,Summer,2.8,4,0
P1069,23.87,4.49,555.0,5.0,Electronics,Winter,3.0,3,0
P1070,42.21,6.45,449.0,7.0,Sports,Summer,3.3,5,1
P1071,32.05,7.01,190.0,8.0,Sports,Fall,3.6,4,0
P1072,46.24,3.91,163.0,7.0,Sports,Summer,3.1,1,1
P1073,34.94,5.23,1161.0,9.0,Electronics,Winter,4.2,2,1
P1074,13.49,2.98,344.0,7.0,Electronics,Spring,3.1,4,1
P1075,66.51,5.69,972.0,4.0,Home,Fall,2.6,3,0
P1076,23.44,3.71,230.0,8.0,Toys,Summer,3.1,2,1
P1077,11.14,3.38,827.0,5.0,Electronics,Fall,2.1,2,1
P1078,24.54,3.89,3178.0,8.0,Toys,Summer,3.9,1,1
P1079,94.68,6.8,1344.0,9.0,Electronics,Spring,3.9,3,1
P1080,60.05,4.91,405.0,7.0,Toys,Winter,3.1,5,0
P1081,25.94,5.26,906.0,3.0,Home,Summer,2.2,4,0
P1082,25.93,4.06,498.0,,Electronics,Summer,2.0,5,0
P1083,26.44,3.4,671.0,8.0,Home,Spring,3.5,4,1
P1084,141.7,9.05,450.0,6.0,Electronics,Fall,3.5,4,0
P1085,43.27,4.3,546.0,6.0,Electronics,Winter,3.5,5,1
P1086,44.75,4.69,858.0,7.0,Apparel,Summer,3.9,3,1
P1087,68.12,6.28,202.0,7.0,Apparel,Summer,3.1,3,0
P1088,39.14,4.28,197.0,7.0,Electronics,Winter,3.7,4,1
P1089,27.62,3.42,126.0,6.0,Sports,Spring,2.5,5,0
P1090,28.86,4.07,97.0,5.0,Home,Fall,2.2,2,0
P1091,31.5,7.78,154.0,8.0,Apparel,Winter,2.7,2,0
P1092,32.26,5.01,805.0,7.0,Beauty,Fall,3.9,3,1
P1093,55.11,5.82,228.0,6.0,Home,Spring,2.6,4,0
P1094,34.34,5.03,1232.0,8.0,Toys,Spring,3.5,4,1
P1095,55.3,4.49,693.0,6.0,Home,Winter,2.5,1,1
P1096,31.3,4.25,63.0,4.0,Apparel,Summer,2.5,5,0
P1097,34.99,5.63,1460.0,5.0,Electronics,Spring,2.4,2,1
P1098,8.18,2.91,1760.0,4.0,Home,Spring,1.7,3,1
P1099,62.89,4.87,,6.0,Apparel,Winter,3.1,2,0
P1100,42.21,4.25,1101.0,8.0,Apparel,Winter,3.0,5,1
P1101,66.59,5.35,238.0,5.0,Apparel,Winter,2.2,3,0
P1102,4.99,8.55,748.0,6.0,Electronics,Spring,2.1,2,0
P1103,142.86,6.89,146.0,5.0,Electronics,Fall,2.0,4,0
P1104,30.03,4.5,77.0,6.0,Electronics,Spring,3.0,4,0
P1105,71.93,4.95,420.0,3.0,Apparel,Winter,1.1,3,0
P1106,15.99,8.27,573.0,6.0,Home,Summer,,4,0
P1107,50.85,4.21,413.0,6.0,Home,Summer,2.9,2,1
P1108,15.84,3.75,161.0,7.0,Electronics,Winter,3.0,2,1
P1109,21.4,5.15,412.0,6.0,Apparel,Summer,3.7,1,1
P1110,126.45,8.12,919.0,4.0,Apparel,Spring,2.9,1,0
P1111,28.98,4.19,630.0,8.0,Electronics,Fall,3.3,5,1
P1112,38.56,4.29,828.0,6.0,Apparel,Spring,3.1,5,0
P1113,60.89,5.09,298.0,6.0,Electronics,Winter,3.2,3,0
P1114,46.85,4.37,,6.0,Home,Spring,2.7,5,1
P1115,36.79,3.95,162.0,5.0,Electronics,Summer,2.0,3,0
P1116,42.75,4.77,1194.0,6.0,Apparel,Spring,2.9,3,1
P1117,178.11,8.31,2747.0,7.0,Electronics,Fall,3.2,3,0
P1118,31.81,3.96,1185.0,3.0,Home,Summer,1.7,3,0
P1119,38.12,5.25,522.0,5.0,Beauty,Fall,2.7,3,0
P1120,69.09,9.76,353.0,6.0,Sports,Fall,,4,0
P1121,71.8,6.04,2306.0,6.0,Home,Fall,2.4,3,1
P1122,76.01,4.9,121.0,8.0,Electronics,Spring,3.6,4,0
P1123,51.79,4.17,208.0,,Electronics,Spring,2.7,4,0
P1124,14.88,7.48,413.0,5.0,Beauty,Spring,2.1,3,0
P1125,103.9,6.15,2937.0,5.0,Apparel,Spring,2.9,2,1
P1126,14.84,3.09,1049.0,5.0,Toys,Summer,1.8,1,1
P1127,40.93,5.1,208.0,5.0,Home,Spring,2.3,3,0
P1128,19.53,4.55,458.0,7.0,Home,Summer,3.1,3,1
P1129,31.66,5.02,318.0,4.0,Apparel,Fall,1.9,3,0
P1130,41.68,4.22,284.0,7.0,Home,Summer,3.0,3,1
P1131,41.47,3.77,2153.0,3.0,Electronics,Winter,2.6,5,0
P1132,44.49,8.86,128.0,5.0,Apparel,Spring,2.2,1,0
P1133,102.47,6.01,4585.0,5.0,Electronics,Winter,3.5,1,1
P1134,45.49,5.56,1797.0,9.0,Beauty,Summer,4.1,3,1
P1135,27.91,5.18,2463.0,6.0,Electronics,Spring,2.9,3,1
P1136,65.03,5.86,382.0,2.0,Electronics,Winter,1.7,3,0
P1137,76.14,5.35,556.0,2.0,Apparel,Spring,2.5,4,0
P1138,14.02,3.39,119.0,6.0,Sports,Summer,2.5,5,0
P1139,50.31,5.38,354.0,7.0,Sports,Winter,2.8,1,1
P1140,54.1,7.14,1203.0,7.0,Home,Summer,2.9,2,1
